:Product: Daily Geomagnetic Data     quar_DGD.txt
:Issued: 2130 UT 07 Jan 2020
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#             Current Quarter Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2019 10 01    11  4 3 3 3 2 1 1 1    18  3 3 5 5 3 1 0 1    13  4 4 3 3 1 0 1 1
2019 10 02     7  3 0 0 2 3 2 1 2    15  2 1 0 5 5 1 1 2     8  3 0 0 2 3 1 1 2
2019 10 03     5  2 1 1 1 2 1 2 1     3  1 1 2 2 0 1 1 0     5  2 1 2 1 1 1 2 1
2019 10 04     6  1 2 2 2 2 1 2 1     6  1 1 3 1 1 3 1 0     7  2 2 3 2 2 2 2 1
2019 10 05     6  1 1 1 1 2 2 2 3    10  1 1 3 4 3 2 1 1     7  1 2 2 2 2 2 2 3
2019 10 06     5  2 2 2 2 1 1 1 0     7  1 2 2 4 2 1 0 0     5  2 2 2 2 1 1 0 0
2019 10 07     4  0 1 1 1 2 2 1 2     7  0 0 0 3 4 2 1 1     6  1 1 1 1 2 2 2 2
2019 10 08     4  1 1 2 1 1 1 1 1     6  1 0 3 3 2 1 0 1     5  2 2 2 1 1 1 2 1
2019 10 09     7  1 2 2 3 1 1 2 2    17  0 2 3 6 4 1 1 1     9  2 3 2 4 2 1 1 2
2019 10 10    10  1 4 3 2 2 2 1 2    17  1 3 5 4 2 4 2 1    13  2 4 4 2 2 3 2 2
2019 10 11     6  0 1 3 2 2 2 2 1    15  0 0 3 5 4 4 1 0     8  1 1 2 2 2 3 2 2
2019 10 12     4  2 2 1 2 1 1 1 0     6  1 1 2 3 3 1 1 0     5  2 2 1 2 2 0 1 1
2019 10 13     1  1 0 0 0 1 0 1 0     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 0 1 0
2019 10 14     5  1 2 1 1 2 2 1 1     3  0 0 0 1 2 2 1 0     6  1 2 1 1 1 2 2 1
2019 10 15     5  3 1 0 1 1 1 2 2     1  2 0 0 0 0 0 1 0     5  3 1 1 1 0 1 2 2
2019 10 16     5  2 2 2 1 1 1 2 1     3  0 0 2 2 0 0 1 1     6  2 2 3 2 1 1 2 2
2019 10 17     4  2 1 1 1 1 1 1 1     6  1 0 3 3 3 1 0 0     6  2 2 2 2 1 1 1 1
2019 10 18     4  1 2 1 1 2 1 1 1     5  0 1 3 3 2 1 0 0     6  1 2 2 2 2 1 1 2
2019 10 19     3  1 0 1 1 2 1 1 0     8  0 0 2 4 3 2 1 2     5  1 1 1 2 2 2 2 1
2019 10 20     4  1 2 1 1 1 1 1 2     8  1 0 3 3 3 1 1 2     6  2 2 2 1 1 1 1 3
2019 10 21     4  2 1 1 1 2 0 1 1     3  2 0 0 3 1 0 0 0     5  3 1 1 2 1 0 1 1
2019 10 22     2  0 0 1 0 1 1 2 0     0  0 0 1 0 0 0 0 0     3  0 0 1 0 1 1 1 0
2019 10 23     1  0 0 0 0 1 1 1 0     1  1 0 0 0 0 1 0 0     2  1 0 0 0 0 1 1 0
2019 10 24    12  0 1 2 3 3 3 3 4    25  0 0 0 5 6 5 3 2    18  0 2 1 4 3 4 4 4
2019 10 25    29  4 4 5 6 3 3 2 3    62  5 5 7 7 5 5 3 2    29  5 4 6 5 3 3 3 3
2019 10 26    17  3 2 3 4 4 3 3 3    59  2 3 6 7 7 5 3 4    25  3 3 4 5 4 4 4 4
2019 10 27    11  4 3 3 1 2 2 2 2    25  3 3 6 4 3 3 4 2    15  4 3 3 2 2 3 3 3
2019 10 28     8  2 2 3 2 2 2 2 2    21  2 3 4 5 5 3 2 1    11  3 3 3 2 2 2 3 2
2019 10 29     8  3 3 1 1 2 2 2 1    -1  2-1-1-1 0-1-1-1     8  3 3 1 1 1 2 2 1
2019 10 30     6  1 2 1 1 2 2 2 2     2 -1-1-1-1-1 0 2 0     9  1 2 2 2 3 3 3 2
2019 10 31     5  3 1 0 1 2 1 2 1    -1 -1 0-1 2 0 1 1-1     7  4 1 0 1 1 1 3 1
2019 11 01     2  1 2 0 0 1 1 1 0    -1  0 1 0 0 0-1-1-1     4  2 2 1 1 1 0 0 0
2019 11 02     1  0 0 0 0 1 0 0 1    -1 -1-1-1-1-1-1-1-1     2  0 0 0 0 0 0 0 1
2019 11 03     1  1 1 0 0 1 0 0 0    -1 -1-1-1-1-1-1-1-1     2  2 1 0 0 0 0 0 0
2019 11 04     4  1 1 2 1 2 1 1 0    -1 -1-1-1-1-1-1-1-1     4  1 1 2 1 1 1 1 1
2019 11 05     2  1 0 0 1 1 1 1 1     2  0 0 0 0 2 2 1 0     5  2 1 1 1 1 2 2 2
2019 11 06     4  1 1 0 0 2 1 1 3    -1  0 0-1-1-1-1-1-1     5  2 1 0 1 2 1 1 3
2019 11 07     3  2 1 1 1 1 1 1 0    -1 -1-1-1-1-1-1-1-1     5  2 2 1 1 0 1 1 1
2019 11 08     2  0 1 0 1 1 1 1 0    -1 -1-1-1 0 0 0-1-1     3  1 0 0 1 1 1 1 1
2019 11 09     3  2 1 0 0 1 1 1 1     1  0 0 0 1 1 0 0 0     4  2 2 0 0 1 1 1 2
2019 11 10     2  0 0 2 1 0 1 1 0    -1  0 0 2 1 1 0 0-1     3  1 1 2 1 1 0 0 0
2019 11 11     7  0 2 2 3 2 1 2 2    -1 -1-1-1-1-1 3-1-1     7  0 1 2 3 2 2 2 2
2019 11 12     3  2 0 0 0 2 1 1 0    -1  0-1-1 0 0 1 0-1     4  2 1 1 1 1 1 1 0
2019 11 13     1  0 0 0 0 1 0 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 1 1
2019 11 14     3  2 1 1 1 1 1 1 0     1  1 0 0 0 1 0 0 0     4  2 1 1 1 1 0 1 0
2019 11 15     2  0 1 0 1 0 1 1 1     0  0 0 0 0 0 0 1 0     4  0 1 0 1 0 1 2 1
2019 11 16     5  2 1 0 1 2 2 2 2     3  0 0 1 2 1 1 2 0     6  2 2 1 1 1 2 2 2
2019 11 17     3  1 1 0 0 1 1 1 2     2  1 1 2 0 0 0 0 1     5  2 1 1 0 0 1 1 3
2019 11 18     1  0 0 0 0 1 1 1 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 0 0 1 0
2019 11 19     1  0 1 0 0 0 1 1 0     0  0 0 0 0 0 0 0 0     2  0 1 0 0 0 1 1 0
2019 11 20     1  0 1 0 0 0 1 0 1     0  0 0 0 0 0 0 0 1     2  0 1 0 0 0 0 0 1
2019 11 21     7  2 2 1 1 2 2 2 3     9  0 0 1 3 3 3 2 3    12  2 2 2 2 2 3 3 4
2019 11 22     8  3 1 2 2 2 2 2 2    19  4 1 2 5 4 3 3 2    13  4 2 2 2 3 3 3 2
2019 11 23     7  2 1 2 3 2 1 2 2    15  1 1 3-1 5-1-1 2    10  3 2 2 3 3 2 3 2
2019 11 24     8  3 2 3 2 1 2 1 2    15  2 2 3 4 5 2 1 1    11  3 3 3 2 2 3 1 3
2019 11 25     5  2 1 2 2 1 1 1 1     5  0 0 3 3 1 1 0 0     5  2 1 2 2 1 1 1 2
2019 11 26     3  1 2 0 0 1 2 0 0     0  0 0 0 0 0 0 1 0     3  2 2 0 0 0 1 1 1
2019 11 27     2  0 1 0 1 1 2 1 0     2  0 0 1 1 1 1 0 0     4  1 1 1 1 1 2 2 1
2019 11 28     2  1 0 0 0 1 1 2 0     1  0 0 0 0 1 0 1 0     4  2 0 1 0 1 1 2 1
2019 11 29     3  1 1 0 1 1 0 1 2     1  0 0 0 1 0 0 1 1     5  1 1 0 1 1 1 2 3
2019 11 30     2  1 1 1 0 1 0 1 1     4  1 0 0 0 1 2 3 1     4  2 1 1 0 1 1 2 2
2019 12 01     2  1 0 1 0 1 1 1 1     2  1 1 0 0 1 0 1 0     4  1 1 0 0 1 1 2 2
2019 12 02     2  0 1 2 0 0 1 0 0     0  0 0 0 0 0 0 0 0     2  0 1 1 0 0 0 0 0
2019 12 03     1  0 0 0 0 0 1 0 1     0  0 0 0 1 0 0 0 0     2  0 0 0 0 0 0 0 1
2019 12 04     2  1 2 1 0 1 0 0 0     1  0 0 0 2 1 0 0 0     3  1 2 1 1 1 0 1 0
2019 12 05     1  0 0 0 1 1 1 0 0     2  0 0 0 2 2 0 0 0     3  0 0 0 1 1 1 1 0
2019 12 06     2  0 1 1 1 1 1 0 0     1  0 0 0 1 1 0 0 0     4  0 2 1 1 1 1 1 1
2019 12 07     1  0 0 0 0 0 1 1 0     0  0 0 0 1 0 0 0 0     2  1 0 0 1 0 0 1 1
2019 12 08     2  0 0 0 1 1 1 1 1     0  0 0 0 0 0 0 0 0     3  0 0 0 0 1 1 1 1
2019 12 09     2  2 1 0 0 0 1 0 1     1  1 0 0 0 0 1 0 0     4  3 1 0 0 0 1 0 2
2019 12 10     2  0 2 1 0 0 0 1 1     1  0 0 1 2 0 0 0 0     4  1 2 1 1 0 0 1 1
2019 12 11     3  3 1 0 0 1 1 0 1     2  1 1 0 0 1 2 1 0     6  3 2 0 1 1 2 1 2
2019 12 12     3  0 0 2 1 1 1 1 2     1  1 0 2 0 0 0 0 0     4  1 1 2 1 0 0 1 2
2019 12 13     3  1 2 1 1 1 1 0 0     1  1 0 1 1 0 0 0 0     4  1 2 1 1 0 0 1 0
2019 12 14     2  0 0 0 0 1 1 0 2     0  0 0 0 0 0 0 0 0     3  1 0 1 0 0 0 0 2
2019 12 15     5  2 2 1 0 1 2 1 2     2  1 0 1 0 0 0 1 1     5  2 2 1 1 0 1 1 2
2019 12 16     1  0 0 0 1 1 1 0 0     2  1 0 0 0 2 1 0 0     1  0 0 0 0 1 1 0 0
2019 12 17     2  1 1 1 0 1 1 1 0     1  0 0 1 1 0 0 0 0     2  0 0 1 1 0 0 0 0
2019 12 18    12  1 1 1 3 4 4 3 1    34  0 0 1 7 6 4 3 1    13  1 2 1 3 4 4 3 2
2019 12 19    12  3 3 4 3 2 2 2 1    21  1 3 4 6 4 2 2 0    13  3 4 4 3 2 2 2 1
2019 12 20     4  2 1 1 0 1 2 1 1     4  0 1 1 2 3 2 0 0     5  2 1 1 0 2 2 1 2
2019 12 21     4  2 0 2 2 1 1 1 1     8  0 0 3 3 4 0 0 1     5  2 0 2 1 1 0 1 1
2019 12 22     2  1 0 2 0 1 1 0 1     2  1 0 2 1 1 0 0 0     4  1 0 2 0 0 0 1 1
2019 12 23     2  0 1 0 1 1 1 0 0     4  0 0 0 3 3 0 0 0     4  0 2 0 2 1 1 0 0
2019 12 24     2  1 0 0 1 1 1 0 0     0  0 0 1 0 0 0 0 0     3  2 0 1 1 0 0 0 0
2019 12 25     3  0 0 0 0 1 1 2 2     1  0 0 0 0 0 1 1 1     4  0 0 0 1 0 1 2 2
2019 12 26     3  2 1 1 1 0 1 1 0     2  1 0 2 2 0 0 0 0     5  3 1 1 1 0 1 1 1
2019 12 27     2  1 0 2 0 0 1 1 0     1  0 0 2 0 0 0 0 0     3  1 1 1 1 0 0 1 0
2019 12 28     0  0 0 0 0 0 1 0 0     0  0 0 0 1 0 0 0 0     2  1 0 0 0 0 0 0 1
2019 12 29     0  0 0 0 0 1 0 0 0     0  0 0 1 0 0 0 0 0     2  0 0 0 0 0 0 0 1
2019 12 30     2  0 1 1 0 0 2 1 1     0  0 0 0 1 0 0 0 0     3  1 1 0 1 0 1 1 1
2019 12 31     4  1 2 1 0 1 2 1 1     1  0 0 0 1 1 0 1 0     5  1 2 1 1 1 1 1 1
